path,domain,entrypoints,authz,side_effects,external_dependencies,success_evidence,failure_evidence,test_files,status,owner,notes
server/routes/accessibility.ts,api,,,,,,,,UNREVIEWED,,backend route; Requires feature-level evidence review.
client/src/pages/SimplifiedDashboard.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/SocialMedia.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/SoloFounderStory.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Storefront.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Studio.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Subscribe.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/SyncLicensing.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Terms.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Verification.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/VideoGeneratorPage.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
client/src/pages/Workspaces.tsx,frontend,,,,,,,,UNREVIEWED,,frontend page; Requires feature-level evidence review.
